Tm (°C),GC (%)
136.015,53.17
135.923,52.92
135.746,53.52
134.284,50.72
137.777,57.39
138.37,59.02
137.873,57.82
135.39,52.15
134.038,49.63
131.016,47.11
133.097,49.44
134.191,54.95
133.252,50.48
135.55,52.72
135.299,52.19
136.564,54.89
135.462,52.72
136.58,54.92
136.584,54.1
137.097,57.12
134.369,49.49
134.229,49.45
132.575,45.25
136.77,55.01
137.19,56.4
135.454,51.69
134.475,51.48
136.199,54.14
136.271,54.87
131.288,43.04
133.911,48.64
133.22,47.0
134.02,48.14
131.924,43.6
130.677,45.35
134.641,50.37
134.875,51.39
135.163,53.1
136.102,54.05
134.828,54.13
135.641,52.21
136.921,55.45
134.254,49.5
135.457,53.55
133.705,47.69
135.264,51.83
135.425,51.75
134.172,49.25
132.133,43.85
129.797,44.44
126.097,36.51
132.798,46.17
134.87,49.83
128.149,38.77
125.858,36.84
129.02,42.34
129.809,39.54
130.61,49.36
129.137,47.41
129.688,40.48
128.292,39.61
134.428,52.01
134.007,49.18
135.97,54.08
135.121,51.97
133.168,48.94
127.892,39.91
129.382,42.05
128.756,44.44
129.062,36.46
127.064,31.82
128.706,35.34
134.007,49.83
132.246,48.45
132.469,46.31
133.922,50.69
134.808,52.22
137.136,55.61
133.024,52.31
132.114,47.25
136.163,55.43
132.505,46.32
129.911,48.3
136.123,55.77
129.722,43.86
136.156,56.83
136.039,54.96
138.001,57.82
138.956,60.01
135.299,57.66
136.943,55.46
137.462,56.86
136.082,57.19
136.84,58.69
137.038,58.17
137.225,59.71
135.488,53.0
136.625,57.87
135.11,57.62
138.022,57.42
136.343,57.6
137.607,58.23
137.489,57.8
138.337,60.48
135.086,52.84
137.75,56.69
136.603,56.17
138.649,59.67
132.548,49.63
130.896,42.36
130.094,40.16
128.784,36.92
133.13,48.74
136.491,53.62
134.745,55.06
132.393,47.04
134.642,50.3
135.861,52.23
128.705,43.01
131.219,45.37
134.519,48.88
136.759,54.47
135.44,52.5
132.037,43.0
132.056,45.05
132.002,44.04
135.376,51.37
134.703,50.04
134.695,51.49
136.534,53.68
126.878,33.57
126.496,33.63
127.943,36.11
128.316,37.57
134.69,50.81
135.187,51.11
133.626,47.8
133.041,47.83
129.2,44.83
131.67,51.19
135.251,51.13
134.736,50.65
135.857,52.83
135.315,51.3
128.1,40.0
133.697,48.01
135.738,52.97
132.476,46.13
132.138,44.99
135.97,53.28
133.599,49.16
135.15,50.7
131.852,51.46
131.039,49.15
131.506,44.75
135.405,51.67
135.541,52.27
136.516,54.83
136.094,53.93
135.924,53.84
136.035,53.19
128.729,43.68
133.542,52.99
134.52,52.0
135.045,52.79
135.577,52.5
131.662,43.84
135.532,51.59
134.719,50.38
135.652,52.2
132.98,47.25
123.85,30.05
137.086,55.38
139.571,61.05
129.722,43.86
135.27,52.01
135.323,52.72
136.645,55.89
136.475,54.17
136.855,54.48
134.434,49.32
127.668,32.94
132.222,44.23
134.605,50.55
136.606,53.97
136.499,55.03
134.105,49.85
133.767,52.28
135.81,53.12
135.72,52.24
128.229,44.93
130.556,46.3
133.637,50.0
136.263,54.37
136.282,54.31
135.887,53.51
136.706,55.35
135.016,50.61
135.308,53.09
132.503,44.61
135.558,52.12
134.067,48.31
136.196,53.6
133.573,46.62
133.283,46.02
132.161,43.58
130.121,39.03
132.472,44.33
129.902,39.24
126.614,37.37
134.922,50.04
132.244,44.59
131.664,44.64
132.114,45.57
132.657,44.42
132.607,45.99
132.695,46.81
134.748,49.31
135.638,52.1
134.922,51.05
135.988,52.99
136.118,53.84
136.069,53.78
134.36,49.56
134.383,49.89
131.542,46.74
136.228,54.68
133.723,48.2
135.413,51.65
134.248,48.84
134.236,52.22
135.113,51.56
135.673,52.34
135.783,53.29
135.064,51.05
134.371,50.45
133.036,48.51
131.627,45.57
132.96,52.05
134.496,50.11
134.494,49.66
134.22,51.77
134.843,50.82
123.044,37.5
132.165,44.44
131.865,46.06
133.86,49.9
134.83,49.9
134.653,50.87
134.188,49.93
132.695,51.96
134.724,49.97
130.259,43.17
128.72,36.76
130.029,40.0
130.896,42.36
132.396,49.26
137.758,58.27
136.877,56.83
137.999,57.3
138.531,60.97
138.371,59.95
137.431,57.8
136.261,57.58
138.229,58.02
136.144,56.28
133.362,49.41
136.4,55.11
134.634,52.78
134.781,52.06
136.305,57.34
136.334,56.89
137.14,56.34
137.174,59.76
139.099,60.76
138.234,58.43
133.821,54.59
136.531,54.1
134.114,50.37
132.732,49.21
134.846,52.72
134.437,56.99
129.911,48.3
132.505,46.32
136.009,55.06
132.114,47.25
133.821,54.59
137.106,55.54
132.89,54.17
134.112,51.16
131.612,44.05
131.791,50.0
132.026,45.23
133.798,51.96
136.197,54.0
133.854,52.75
130.688,43.77
132.32,50.7
134.064,50.18
130.934,44.87
131.88,49.12
133.243,51.06
136.346,55.09
136.224,56.06
136.203,54.02
134.867,53.05
131.326,47.33
130.367,43.07
132.14,49.57
130.583,41.31
126.714,37.14
126.748,38.1
128.483,42.33
129.739,43.14
136.102,54.05
134.828,54.13
136.356,54.71
134.128,51.71
136.795,58.62
138.238,58.48
134.525,52.25
132.548,49.63
138.601,59.64
136.877,56.83
131.885,49.54
137.655,56.76
137.938,58.08
138.337,60.48
137.489,57.8
137.314,57.51
135.864,56.43
137.994,57.32
135.305,58.1
136.516,57.6
136.06,54.39
137.343,60.0
137.13,58.39
137.073,59.26
135.706,56.27
137.576,56.43
135.299,57.66
138.956,60.01
138.001,57.82
136.039,54.96
136.156,56.83
129.722,43.86
136.123,55.77
135.318,59.14
129.911,48.3
132.505,46.32
136.163,55.43
132.352,47.83
133.623,54.11
137.15,55.65
132.646,53.57
134.248,51.52
132.499,45.8
134.008,51.67
136.158,53.9
132.897,52.11
127.795,47.62
132.469,46.15
133.392,49.75
135.876,54.11
136.087,54.39
135.414,52.23
134.674,52.58
131.551,46.53
131.953,46.51
130.83,47.92
131.091,45.88
130.108,45.77
131.088,47.49
131.979,52.12
126.531,37.57
129.122,43.75
134.628,49.27
130.016,44.3
133.825,51.68
133.586,50.88
132.645,46.7
131.744,43.78
135.138,55.23
135.251,50.8
135.372,51.11
135.236,52.75
135.442,52.51
135.402,53.17
136.506,54.49
135.055,52.01
135.638,52.42
135.5,52.57
135.773,52.71
133.613,51.46
135.177,51.95
133.9,51.82
129.995,41.8
134.409,49.66
135.939,52.99
135.843,52.64
134.811,50.79
136.002,53.15
134.578,50.76
132.093,47.32
133.978,49.31
134.839,50.38
134.695,50.54
136.442,54.2
135.35,51.37
134.94,50.77
134.359,49.04
135.001,51.82
134.37,50.76
133.2,47.27
136.437,54.62
136.025,53.04
135.236,51.49
135.877,53.29
135.871,53.22
126.589,42.06
130.746,46.76
133.344,49.21
134.533,51.2
135.982,54.75
137.163,55.5
135.743,52.88
135.268,52.82
135.173,52.3
133.687,48.9
135.419,51.63
134.154,50.17
135.345,52.26
135.426,51.84
134.703,51.29
131.472,45.99
136.623,54.95
134.021,50.64
132.847,48.05
132.092,49.37
134.509,50.23
136.056,52.91
135.164,53.07
133.242,52.08
134.895,52.0
135.743,52.82
134.149,51.47
135.993,54.48
137.847,56.81
134.321,52.59
133.418,47.67
133.758,49.31
136.095,53.59
128.156,51.11
135.781,53.02
136.08,53.91
135.962,53.22
133.917,48.3
133.255,47.82
136.111,53.42
135.332,51.63
130.984,45.1
133.592,47.1
135.577,53.07
134.289,49.87
134.283,50.22
135.01,52.11
134.031,47.93
133.764,49.12
130.619,46.67
134.737,50.04
132.611,50.63
135.609,52.64
133.237,49.16
136.645,54.87
135.991,53.22
134.324,50.07
135.49,51.81
134.871,53.66
129.134,43.92
134.206,51.58
136.461,53.61
136.454,54.54
131.529,45.66
132.468,44.69
132.853,45.58
133.405,47.52
134.554,50.59
133.698,47.37
135.112,51.22
131.178,42.0
134.934,51.5
135.769,53.14
136.425,54.26
132.207,48.3
134.678,49.73
136.821,54.64
134.686,50.72
135.671,52.72
131.898,50.52
135.543,51.98
131.096,42.3
133.528,49.46
136.323,54.93
133.606,49.09
136.623,55.15
132.95,50.0
136.566,54.02
136.181,54.07
114.278,35.56
132.678,48.46
131.791,50.0
133.391,48.62
134.839,49.97
130.473,39.34
134.014,49.28
136.149,54.09
130.415,43.99
135.202,51.92
131.385,43.76
134.957,51.87
134.231,50.42
135.834,52.73
127.745,33.99
133.575,52.27
135.518,51.5
134.392,50.2
133.474,47.01
130.882,41.43
132.868,49.0
134.326,49.08
130.607,43.93
132.906,49.26
134.038,49.15
135.086,51.58
134.526,51.22
134.064,50.62
136.132,53.97
136.772,55.06
138.139,58.28
136.865,55.65
136.309,54.05
135.862,53.66
133.299,47.68
133.358,47.94
134.999,51.84
136.696,56.65
136.853,55.44
137.296,56.18
134.481,50.76
136.157,53.59
135.467,53.3
135.254,54.17
133.103,50.92
136.132,53.5
130.869,41.02
136.987,55.2
136.753,55.36
136.577,56.34
135.709,52.13
133.414,47.96
134.879,50.84
135.49,53.27
134.452,53.21
136.056,53.94
131.205,42.42
133.655,47.91
132.565,45.34
132.606,45.64
133.14,46.55
134.384,49.2
134.592,50.05
130.85,45.42
132.777,48.07
134.522,50.0
134.368,49.83
134.866,51.11
135.092,51.94
134.819,49.92
134.419,49.38
130.152,38.91
133.056,45.88
134.349,51.19
135.57,54.59
134.401,50.06
135.808,52.88
134.203,52.3
133.437,52.16
130.925,46.18
130.055,46.45
132.869,48.89
132.058,44.91
135.49,52.49
136.24,54.05
134.997,50.53
135.201,51.47
134.629,50.31
136.432,54.48
135.33,51.26
135.801,54.3
136.292,55.03
137.089,55.47
134.085,52.01
131.037,45.33
133.956,56.11
135.005,50.73
135.769,54.23
136.342,53.99
134.868,50.22
136.439,54.08
134.421,49.79
134.946,51.44
135.563,52.82
131.809,45.32
134.696,51.68
134.772,50.99
130.619,46.67
129.867,42.71
129.654,43.33
134.192,49.62
135.514,51.97
135.783,53.29
134.841,49.93
135.554,53.22
133.234,48.19
134.834,50.39
136.22,53.11
135.875,52.73
131.919,48.95
130.823,45.29
133.393,48.1
132.147,47.37
135.671,53.04
133.455,50.13
131.479,48.05
135.015,52.05
134.955,51.89
134.823,49.88
135.171,52.42
133.137,49.58
132.669,49.48
136.279,54.03
136.767,56.39
136.276,53.53
135.437,51.69
134.141,49.31
135.769,52.53
135.096,51.44
135.852,52.83
133.665,47.92
133.873,48.94
134.759,51.02
135.607,52.62
135.504,53.43
131.463,43.62
136.342,55.94
135.091,51.96
134.6,51.76
136.496,54.09
135.058,52.56
134.651,50.67
133.495,50.0
134.568,50.67
135.18,51.65
135.58,51.6
133.637,47.68
135.257,52.34
134.118,50.26
136.064,53.06
128.579,37.22
134.841,53.28
136.739,54.55
136.593,54.83
135.584,53.49
133.364,49.74
136.197,54.0
136.059,54.01
136.289,53.68
135.781,52.41
134.512,51.59
136.119,53.08
135.732,53.07
134.948,51.24
133.716,49.22
131.934,46.72
131.667,45.22
134.367,49.12
134.741,50.94
135.607,52.08
135.139,51.52
133.047,48.02
132.033,48.81
133.117,50.0
130.963,42.97
130.85,46.25
135.117,51.16
135.479,53.15
132.317,44.61
127.252,35.34
130.542,41.17
131.053,43.95
132.388,55.07
128.675,42.16
132.05,47.01
129.768,42.65
130.651,45.68
123.165,35.09
131.074,43.88
132.695,51.96
134.591,54.68
134.727,54.33
135.501,53.4
132.899,51.52
134.476,52.73
138.018,57.46
136.461,54.79
133.252,50.48
135.886,54.06
134.452,53.21
133.434,49.64
127.475,34.03
133.694,49.69
132.796,48.63
135.443,53.8
135.928,53.16
134.762,54.01
133.036,46.32
130.792,47.69
128.881,40.43
134.904,52.28
135.492,51.61
134.079,49.77
131.562,48.44
133.104,47.16
135.964,54.05
135.08,52.17
133.983,48.95
132.863,47.28
135.686,53.47
134.256,48.63
135.714,52.43
133.308,49.39
134.028,51.64
134.526,49.46
136.243,56.52
136.646,54.89
131.615,48.29
135.202,52.47
132.512,46.88
128.53,35.18
128.602,35.35
134.554,53.65
136.659,54.55
136.951,55.92
137.112,57.06
138.14,58.37
134.88,52.93
136.564,54.79
135.115,53.33
135.773,53.03
135.649,55.07
135.596,55.46
135.674,53.39
132.852,50.37
133.402,47.71
129.322,38.3
132.171,51.32
131.7,48.68
135.227,52.08
135.467,51.62
132.296,51.91
135.849,53.38
135.78,53.2
136.335,56.26
135.634,52.22
136.233,54.89
133.878,48.71
130.615,40.03
131.537,43.17
130.202,41.79
135.65,52.74
133.43,48.27
129.62,38.84
130.724,42.18
127.335,33.33
134.615,50.2
132.852,50.37
138.899,60.27
136.808,56.67
137.563,56.46
138.496,59.44
138.531,60.97
138.371,59.95
137.724,58.51
136.136,57.27
138.525,60.26
138.326,58.51
136.144,56.28
134.966,53.24
136.081,54.76
133.67,52.43
135.734,56.03
139.053,60.49
137.543,56.75
134.415,56.04
136.051,52.93
132.59,46.86
132.471,48.57
134.897,52.78
134.437,56.99
129.155,47.73
130.279,46.99
135.932,54.87
132.471,48.12
133.821,54.59
134.828,54.13
136.102,54.05
137.194,55.75
132.402,52.98
134.057,51.05
132.499,45.8
134.806,53.61
136.119,53.81
132.705,51.64
128.186,48.57
133.131,47.87
130.277,43.27
125.831,37.91
133.252,49.86
129.193,42.67
135.143,52.22
136.851,57.92
136.288,54.24
134.963,53.29
130.981,46.93
131.134,42.64
130.118,48.37
126.097,36.51
128.266,41.8
134.612,49.23
128.876,42.65
131.835,43.4
132.607,45.74
130.023,38.94
134.828,50.34
134.694,49.9
130.056,39.75
133.606,47.84
134.063,49.02
134.391,49.79
135.524,52.31
135.615,53.23
134.221,50.64
134.128,51.71
136.795,58.62
138.238,58.48
132.939,45.25
134.202,52.6
135.917,53.6
135.498,52.56
136.084,53.97
136.426,54.53
132.595,46.05
130.016,41.36
137.172,56.81
135.502,54.17
136.836,57.44
133.268,52.7
136.537,57.72
133.886,53.03
131.423,49.23
133.252,49.86
132.036,47.27
134.853,50.71
132.565,47.05
134.323,49.27
134.727,50.0
132.959,51.75
135.242,51.74
135.835,52.76
134.814,50.79
135.202,52.0
119.151,43.14
136.318,54.56
137.652,57.24
136.58,54.9
135.912,53.28
136.451,55.84
136.73,55.96
135.202,52.12
135.437,53.27
132.917,46.11
131.934,43.44
135.026,50.75
128.769,36.79
136.397,54.12
129.655,37.61
128.973,38.04
129.833,38.61
130.255,39.41
127.035,31.44
128.387,34.89
127.057,31.32
126.091,29.99
126.413,29.96
126.248,30.27
134.72,50.67
132.67,45.48
133.585,47.24
136.511,54.55
136.353,54.1
136.448,54.16
136.406,54.12
136.756,55.0
137.084,55.74
136.859,55.39
136.137,55.69
137.175,56.52
136.389,54.37
133.261,48.27
132.513,45.65
131.583,42.53
136.363,54.19
135.371,53.78
134.885,51.19
136.054,52.84
135.527,54.5
136.046,53.51
135.99,52.97
130.004,42.18
130.415,43.99
135.897,52.59
138.126,59.97
133.638,48.75
136.506,55.12
137.4,56.63
135.539,51.67
133.938,49.34
135.109,52.27
136.86,55.37
137.629,56.45
137.618,56.43
136.924,55.37
136.325,53.92
135.883,53.94
132.988,49.55
136.33,53.96
128.565,38.99
134.359,49.78
132.968,46.67
133.941,48.51
135.186,51.18
130.314,43.86
130.497,42.16
134.292,49.09
135.681,53.1
135.085,51.28
134.928,50.63
136.833,55.62
137.09,56.31
134.708,51.0
133.75,48.47
136.43,55.06
136.189,54.5
130.338,45.0
129.49,40.8
128.957,40.0
131.751,47.62
134.543,50.36
133.511,50.74
129.616,37.97
132.804,44.82
129.675,38.96
129.313,38.67
129.026,40.78
136.217,53.96
135.936,52.61
135.285,50.66
128.307,38.36
136.293,54.18
136.319,54.18
136.785,54.6
136.102,54.05
134.703,53.82
130.455,41.99
133.462,49.26
134.092,49.58
135.189,50.95
130.431,44.98
133.156,51.11
138.774,59.97
136.262,55.33
137.394,56.05
138.496,59.44
138.531,60.97
138.371,59.95
137.724,58.51
136.136,57.27
138.152,57.82
136.134,57.61
133.556,49.88
136.454,55.25
133.457,49.87
137.338,57.85
135.86,57.45
136.458,58.1
137.368,56.87
134.703,53.82
136.102,54.05
136.756,54.89
134.63,56.34
137.913,57.39
133.312,48.85
136.123,55.77
135.318,59.14
129.911,48.3
132.505,46.32
135.625,54.12
133.594,53.7
135.123,56.5
132.361,52.22
137.159,55.62
127.689,37.78
130.985,41.46
134.354,51.35
129.321,44.1
133.545,48.68
131.595,49.05
130.053,41.54
130.112,46.89
134.387,51.14
135.02,53.24
132.438,50.21
131.126,47.69
131.091,45.88
133.233,50.86
135.815,53.85
133.761,48.24
131.892,47.47
131.275,47.95
135.171,52.47
129.462,41.84
130.412,41.3
132.803,50.18
129.884,39.86
128.649,38.48
129.494,46.06
125.103,36.81
132.858,49.83
135.228,52.16
134.87,51.62
130.055,46.45
130.19,46.35
131.506,48.61
130.682,46.4
132.585,45.36
130.112,46.89
132.563,48.18
133.171,49.59
133.35,52.26
131.263,52.59
131.347,47.06
131.952,43.36
135.614,53.55
137.022,56.69
136.617,55.23
137.485,56.99
135.76,53.16
136.62,54.19
135.691,52.16
134.894,51.02
135.307,53.06
135.486,53.54
136.197,54.59
136.517,54.29
136.107,53.94
138.103,58.46
135.902,54.26
136.341,55.13
136.835,55.59
137.554,56.95
134.435,49.94
133.251,49.37
135.762,53.74
136.36,54.69
133.465,48.06
129.483,42.92
135.234,51.41
135.052,50.97
134.755,50.54
132.775,45.17
134.709,50.45
135.438,52.16
136.14,53.71
134.528,50.82
136.181,54.36
135.915,52.58
136.135,53.4
135.922,53.63
135.846,53.14
135.417,52.45
135.239,51.61
134.972,50.76
135.223,51.8
131.448,43.2
135.103,51.08
134.11,49.09
133.308,47.13
137.224,55.91
135.944,53.57
137.05,55.97
135.912,53.13
134.884,55.69
134.058,50.09
135.826,52.64
136.406,54.61
131.785,43.98
132.744,46.91
135.017,50.61
135.11,50.69
135.126,51.32
135.781,53.02
135.394,51.51
132.828,48.99
136.062,53.48
135.467,53.02
136.086,53.09
132.76,49.82
135.547,52.48
132.419,50.44
135.666,52.07
134.307,48.46
134.981,52.01
136.136,53.85
135.827,54.48
137.805,57.2
135.417,53.96
134.914,57.14
136.508,55.42
136.439,55.51
136.231,55.18
134.727,51.58
136.16,56.0
136.886,56.02
138.0,59.2
137.525,56.33
134.352,54.17
135.948,55.15
126.761,39.39
133.862,50.1
136.346,53.79
136.136,53.28
135.202,52.53
137.396,56.9
135.881,53.22
134.849,50.63
134.71,49.42
132.935,47.0
135.352,50.95
135.307,52.38
136.646,53.9
134.775,51.6
135.135,50.9
136.628,54.11
135.996,54.22
135.561,51.32
136.519,53.94
135.02,51.02
135.367,56.86
134.132,49.92
134.513,49.71
131.517,42.89
127.354,32.4
132.841,45.78
136.016,53.2
137.768,57.27
137.105,55.95
136.268,53.99
133.875,48.54
136.128,54.45
134.828,54.13
136.102,54.05
135.524,52.16
134.521,50.45
136.258,53.95
135.429,53.59
132.846,48.12
131.327,43.28
135.148,51.3
134.482,49.95
135.49,51.54
135.708,53.09
135.151,50.88
134.655,53.57
132.767,48.32
131.213,46.44
137.212,56.12
138.097,58.77
136.372,54.78
137.147,56.92
138.268,58.47
136.166,53.63
133.798,51.96
132.852,47.84
134.643,50.44
128.485,34.97
131.908,45.24
137.774,57.41
136.822,55.03
137.838,57.33
134.664,54.13
135.203,52.97
135.656,54.14
136.396,54.6
137.546,56.33
137.392,56.58
136.267,55.89
137.316,56.07
134.955,51.89
134.973,53.15
134.372,49.73
134.814,50.41
134.007,49.83
135.738,52.21
136.777,56.37
133.215,48.48
134.079,50.88
135.644,52.45
137.093,55.38
135.783,52.54
135.429,53.59
134.571,51.45
134.312,50.39
134.918,51.85
131.025,44.35
136.417,54.81
132.487,45.23
135.546,52.97
134.23,49.93
135.322,52.69
133.788,48.66
134.783,51.09
135.167,52.81
135.917,52.83
133.526,49.28
137.119,57.16
137.107,55.95
136.68,55.41
133.556,48.48
136.715,55.72
136.475,54.73
135.814,52.95
135.634,52.71
137.357,56.66
137.216,56.27
135.466,51.47
133.736,52.33
134.605,51.55
135.177,51.98
136.593,55.39
136.768,55.34
135.685,52.95
134.943,52.36
131.457,42.82
131.708,44.64
132.528,47.32
134.221,50.9
135.472,52.83
136.808,54.55
132.913,47.34
135.245,53.5
135.583,51.7
137.078,55.84
133.623,51.93
134.865,50.41
128.269,34.69
135.229,52.25
133.883,48.55
133.732,47.84
131.487,42.39
134.359,50.37
132.006,45.73
131.311,43.06
129.079,36.23
128.491,42.94
133.11,47.53
132.162,43.91
135.381,52.24
135.244,51.26
135.094,51.47
135.17,51.17
131.391,41.78
131.239,41.75
130.002,40.0
131.305,40.96
132.468,45.08
133.532,46.9
133.53,47.24
132.463,45.91
128.149,38.77
131.326,47.33
135.157,51.68
136.823,55.29
135.141,50.82
133.138,47.21
135.751,53.26
137.196,55.53
137.868,58.09
137.485,57.09
136.203,53.77
133.449,50.76
134.968,51.14
136.31,54.02
134.452,53.21
135.962,53.19
134.383,49.38
134.461,48.95
133.211,49.72
132.614,48.12
135.344,51.78
132.409,46.22
135.968,53.04
130.709,43.86
135.202,51.65
132.773,51.6
136.635,54.32
136.72,55.36
134.207,49.74
134.59,50.21
132.743,50.39
134.62,49.54
132.751,47.25
135.226,52.0
132.003,47.15
136.843,55.81
137.871,58.01
136.91,56.05
136.505,55.16
135.967,53.49
136.367,54.92
135.034,51.52
136.07,53.96
137.301,56.28
135.484,51.95
136.91,56.0
134.242,50.52
134.884,52.89
134.674,52.58
134.613,50.46
136.318,54.56
135.863,53.18
136.922,57.49
136.538,55.76
137.118,56.53
137.052,55.73
138.428,59.05
136.805,55.26
138.256,58.84
137.896,58.54
137.669,57.19
134.28,53.47
136.242,57.44
137.862,58.11
137.414,57.65
136.341,55.13
134.306,51.25
133.557,50.89
136.666,54.3
134.641,50.37
136.704,54.49
136.635,55.08
133.316,48.26
137.178,55.66
135.49,51.68
136.695,54.17
132.103,47.06
135.91,53.19
131.128,48.26
135.906,54.08
136.899,54.96
136.08,54.05
135.231,52.38
136.746,55.36
135.202,51.88
133.986,49.91
133.636,49.68
136.828,56.63
136.988,55.18
136.045,53.8
137.123,55.83
135.58,53.46
136.523,54.28
136.694,54.6
136.292,55.68
136.877,56.26
134.362,51.93
135.995,52.76
134.574,50.41
135.993,53.48
136.363,53.96
134.464,52.78
135.586,53.15
135.694,52.48
135.399,53.11
135.853,53.18
135.78,53.99
134.407,48.86
135.214,51.1
133.456,46.48
130.849,48.85
132.7,47.09
133.494,48.89
136.487,54.18
136.57,54.46
136.158,53.54
131.506,48.61
135.452,51.73
135.932,53.18
133.948,49.6
136.584,54.67
135.897,53.17
136.394,54.54
135.698,52.64
134.776,52.78
133.284,47.25
133.78,48.54
134.063,49.84
134.917,50.0
137.523,56.38
136.345,53.12
135.517,52.72
133.038,46.85
137.165,56.07
131.944,50.25
134.167,52.38
137.992,57.7
134.686,51.94
133.117,50.0
133.085,49.1
135.977,53.25
135.203,53.37
136.285,54.88
136.145,54.35
134.626,50.53
135.169,51.21
137.233,56.4
134.465,50.06
136.119,53.45
134.966,52.6
135.332,55.45
136.765,55.84
136.326,54.11
133.653,50.12
136.845,55.9
137.048,56.16
137.113,55.75
132.764,45.73
136.993,54.88
134.909,50.67
135.871,52.95
135.718,52.64
133.632,51.03
136.43,54.23
135.862,53.92
135.794,52.64
137.853,56.89
135.043,50.67
135.244,53.37
135.492,53.3
135.153,51.83
130.179,44.06
134.02,51.44
137.022,56.69
135.821,53.77
135.405,52.32
134.48,50.66
135.202,51.69
136.374,53.78
136.1,55.62
134.816,50.78
134.946,51.96
133.53,48.78
136.009,52.99
135.619,53.25
136.645,54.76
134.295,49.66
134.401,50.85
132.908,48.7
135.351,52.75
137.117,56.26
133.398,49.52
135.261,52.5
136.849,54.64
134.218,48.82
135.205,56.04
134.191,48.81
135.527,51.44
136.07,54.37
135.494,52.4
134.785,51.22
131.668,46.2
116.867,39.58
134.212,49.01
135.329,51.78
135.393,52.01
131.703,46.01
132.122,45.66
134.065,48.57
134.354,51.35
132.553,48.28
135.602,53.12
133.56,49.0
133.065,51.41
136.42,54.19
135.107,51.67
135.251,51.45
134.133,50.17
134.362,49.83
135.608,51.99
132.987,49.42
133.233,50.86
132.971,48.22
134.1,50.72
129.937,43.78
129.306,38.41
130.479,41.01
128.697,35.69
133.307,51.48
134.828,54.13
136.102,54.05
136.795,58.62
134.235,51.97
134.852,56.28
131.996,46.96
133.783,54.17
137.003,55.29
131.042,44.85
128.782,36.56
134.447,50.8
132.155,45.05
132.556,46.24
129.707,39.51
132.951,46.69
129.928,42.57
128.936,36.03
126.538,32.85
126.983,34.09
127.199,31.5
127.011,31.28
128.079,34.0
128.869,42.51
131.52,42.96
134.816,49.42
128.383,34.59
129.807,38.18
129.649,38.1
135.809,53.17
137.786,57.6
137.748,57.35
138.146,58.47
135.26,51.32
135.573,53.39
132.88,48.0
131.342,50.94
134.18,53.0
132.28,46.05
132.774,48.15
133.427,49.33
131.996,46.96
134.521,53.33
136.245,53.78
134.302,51.62
133.789,53.25
136.101,56.2
135.717,52.03
133.899,48.54
134.042,48.55
137.973,58.31
135.656,52.77
136.689,55.02
135.396,52.71
135.265,55.06
133.581,49.15
136.005,53.37
137.306,56.21
134.528,51.55
135.464,51.7
133.483,49.65
135.42,53.44
131.351,49.46
136.416,53.59
134.548,51.7
136.147,53.86
136.397,56.22
136.475,54.49
135.7,55.65
135.281,52.31
135.375,55.0
133.586,48.19
137.43,57.14
137.799,57.43
136.047,53.4
136.376,54.32
138.021,57.61
135.009,52.65
135.586,52.56
137.38,56.45
135.661,52.28
135.551,54.35
134.705,52.8
137.204,57.03
136.486,56.17
137.443,56.43
137.753,58.01
138.073,57.91
136.844,56.7
133.739,50.0
134.387,52.71
136.564,55.21
134.905,55.31
137.083,56.06
137.675,57.67
135.773,52.19
133.525,50.56
137.593,56.48
131.021,42.31
134.341,54.85
137.857,57.63
136.963,57.07
134.249,51.72
135.243,51.76
135.723,52.72
135.791,54.07
136.251,54.72
135.299,51.81
135.246,53.54
136.413,55.27
133.825,51.92
132.104,47.53
135.033,52.31
136.421,54.13
135.968,53.69
134.115,48.94
132.486,48.98
135.313,52.06
136.462,55.61
136.41,55.15
135.027,51.14
134.439,51.21
134.965,50.48
135.087,50.33
128.51,44.44
134.7,51.02
137.307,56.1
137.536,56.61
132.796,48.63
136.603,54.72
134.734,55.17
132.747,46.88
136.753,55.9
135.116,50.93
132.724,46.06
134.544,49.69
134.508,49.43
134.806,51.49
132.53,45.93
133.096,46.3
133.678,48.09
134.98,50.73
135.589,51.95
134.917,51.39
132.093,47.32
131.913,48.59
136.411,53.69
135.248,51.38
134.859,49.76
136.118,53.47
135.534,52.03
134.702,52.44
135.883,53.77
134.024,52.12
133.063,47.8
134.091,49.23
135.171,51.14
135.567,52.17
136.475,54.31
135.42,52.48
136.093,53.61
133.969,49.54
133.613,47.38
136.736,54.67
135.172,51.09
133.168,48.94
133.438,47.95
135.611,52.5
135.256,54.29
134.063,49.02
130.981,46.93
137.122,56.05
135.711,54.95
136.167,54.4
135.705,52.73
136.133,53.59
135.894,52.93
136.929,55.12
136.855,54.5
135.286,50.78
136.588,53.87
134.762,54.01
134.952,53.43
134.657,51.6
135.203,53.5
134.635,50.69
135.693,53.08
136.478,53.85
133.659,49.34
127.401,42.18
135.707,53.62
134.657,50.98
129.403,43.38
136.265,54.18
136.935,55.61
135.78,52.18
135.698,52.81
135.818,52.81
135.837,53.31
134.492,50.65
135.23,51.23
135.229,52.23
134.32,49.82
136.016,53.38
132.351,44.39
128.92,37.28
130.165,39.75
126.277,31.67
126.878,33.57
126.411,31.91
126.828,32.93
128.383,34.57
125.097,32.88
128.596,36.49
126.425,32.41
124.681,30.65
127.63,34.36
128.731,36.46
128.556,38.74
127.946,39.17
127.281,32.93
127.101,33.53
